Status ID,Customer ID,Count,Quarter,Satisfaction Score,Customer Status,Churn Label,Churn Value,Churn Score,CLTV,Churn Category,Churn Reason,churned
FXNVTU2368,8118-LSUEL,1,Q3,1,Churned,Yes,1,79,5507,Dissatisfaction,Product dissatisfaction,1
ECLOFC6599,5277-ZLOOR,1,Q3,3,Churned,Yes,1,86,5512,Dissatisfaction,Network reliability,1
ZJIHVP8161,4248-HCETZ,1,Q3,3,Churned,Yes,1,73,2174,Attitude,Attitude of support person,1
RPWFIE8295,9174-FKWZE,1,Q3,1,Churned,Yes,1,78,3848,Dissatisfaction,Limited range of services,1
GWOGFA3219,5307-DZCVC,1,Q3,3,Churned,Yes,1,74,2431,Price,Extra data charges,1
OBKDXT9542,8679-JOEVF,1,Q3,1,Churned,Yes,1,87,5556,Price,Price too high,1
KGNDGG2198,4803-AXVYP,1,Q3,1,Churned,Yes,1,91,3474,Dissatisfaction,Service dissatisfaction,1
TANVLV9354,5649-ANRML,1,Q3,3,Churned,Yes,1,90,4486,Other,Poor expertise of online support,1
GJMRPD3844,7395-IGJOS,1,Q3,2,Churned,Yes,1,79,3443,Competitor,Competitor made better offer,1
HQJSAW5585,7890-VYYWG,1,Q3,1,Churned,Yes,1,89,3766,Competitor,Competitor had better devices,1
SBPQZT1788,9907-SWKKF,1,Q3,1,Churned,Yes,1,65,4842,Competitor,Competitor had better devices,1
RYETBH5689,6397-JNZZG,1,Q3,1,Churned,Yes,1,85,2573,Competitor,Competitor had better devices,1
SHSAMU7385,7779-LGOVN,1,Q3,1,Churned,Yes,1,84,4990,Dissatisfaction,Limited range of services,1
IMQUSF4318,9710-ZUSHQ,1,Q3,1,Churned,Yes,1,92,5849,Price,Lack of affordable download/upload speed,1
KTLAWK3535,3902-FOIGH,1,Q3,1,Churned,Yes,1,68,3967,Dissatisfaction,Product dissatisfaction,1
WXIDKJ6776,3318-OSATS,1,Q3,2,Churned,Yes,1,91,2080,Other,Don't know,1
VNWIYN6229,2636-ALXXZ,1,Q3,2,Churned,Yes,1,74,2151,Dissatisfaction,Poor expertise of online support,1
JLVBMG7762,9885-CSMWE,1,Q3,1,Churned,Yes,1,67,2139,Dissatisfaction,Product dissatisfaction,1
MLSGNH2254,8058-JMEQO,1,Q3,3,Churned,Yes,1,95,3543,Competitor,Competitor made better offer,1
UJOHNQ7569,7657-DYEPJ,1,Q3,3,Churned,Yes,1,82,2645,Price,Lack of affordable download/upload speed,1
IFGIEA2183,8276-MQBYC,1,Q3,2,Churned,Yes,1,81,6204,Price,Long distance charges,1
JRLQUR9679,6015-VVHHE,1,Q3,3,Churned,Yes,1,96,2516,Dissatisfaction,Service dissatisfaction,1
IYNPCS6121,2516-VQRRV,1,Q3,3,Churned,Yes,1,65,3350,Price,Long distance charges,1
KARYIL3361,7580-UGXNC,1,Q3,1,Churned,Yes,1,96,3016,Price,Extra data charges,1
GLORIN3552,5178-LMXOP,1,Q3,1,Churned,Yes,1,70,5795,Price,Price too high,1
YZWMVP5778,7056-IMHCC,1,Q3,1,Churned,Yes,1,94,5884,Price,Price too high,1
QJXLKJ8461,8749-JMNKX,1,Q3,1,Churned,Yes,1,83,4788,Dissatisfaction,Limited range of services,1
AZBMHB8615,0917-EZOLA,1,Q3,3,Churned,Yes,1,74,5925,Price,Extra data charges,1
ZMTEBU3414,8414-MYSHR,1,Q3,1,Churned,Yes,1,78,2834,Dissatisfaction,Network reliability,1
JJVSZW5217,4988-IQIGL,1,Q3,3,Churned,Yes,1,92,4403,Attitude,Attitude of support person,1
SVCHBR8227,4706-AXVKM,1,Q3,2,Churned,Yes,1,67,5118,Price,Extra data charges,1
SWXDXW4785,5889-JTMUL,1,Q3,3,Churned,Yes,1,92,5863,Price,Price too high,1
NUBHVC8823,9026-RNUJS,1,Q3,1,Churned,Yes,1,81,4618,Dissatisfaction,Product dissatisfaction,1
KNJGIY6922,1624-NALOJ,1,Q3,1,Churned,Yes,1,88,2960,Other,Moved,1
ZVVYTH4696,6210-KBBPI,1,Q3,1,Churned,Yes,1,93,2313,Competitor,Competitor had better devices,1
IFSZMK5817,2260-USTRB,1,Q3,1,Churned,Yes,1,67,2767,Competitor,Competitor offered more data,1
GYKUCZ2182,8623-TMRBY,1,Q3,2,Churned,Yes,1,74,6245,Competitor,Competitor offered more data,1
ESENLN4676,6900-PXRMS,1,Q3,1,Churned,Yes,1,91,3157,Dissatisfaction,Product dissatisfaction,1
SPIUGT8219,3346-BRMIS,1,Q3,2,Churned,Yes,1,92,2167,Dissatisfaction,Service dissatisfaction,1
NJUASX5737,2722-JMONI,1,Q3,1,Churned,Yes,1,76,4989,Dissatisfaction,Limited range of services,1
AQUIJH2632,7579-OOPEC,1,Q3,1,Churned,Yes,1,78,5461,Competitor,Competitor had better devices,1
HIZMOD6653,1771-OADNZ,1,Q3,3,Churned,Yes,1,95,2151,Price,Extra data charges,1
OLRKHZ9318,0612-RTZZA,1,Q3,2,Churned,Yes,1,87,4628,Price,Price too high,1
QCQNXK9295,4433-JCGCG,1,Q3,1,Churned,Yes,1,88,2436,Competitor,Competitor made better offer,1
NAWENF2838,9488-HGMJH,1,Q3,3,Churned,Yes,1,85,5287,Competitor,Competitor made better offer,1
BMOISN8356,4818-QIUFN,1,Q3,1,Churned,Yes,1,95,4997,Attitude,Attitude of support person,1
SYWNYE4947,6961-VCPMC,1,Q3,3,Churned,Yes,1,75,4876,Competitor,Competitor offered more data,1
